Date,User,Message
2018-04-21 16:56:21,"조정훈","Photo"
2018-04-21 16:56:22,"조정훈","why don't we put instance name in front of PrintMap method?"
2018-04-21 18:47:43,"조정훈","I have a question about Hw 1-6. Is it right to include Salesman class in SalesReporter class?"
2018-04-21 18:48:03,"조정훈","I don't understand why JC delete the Salesman.java file in class...."
2018-04-21 20:11:01,"남재창","Thanks was for HashMap. For the hw1-6, you must have Salesman.java"
2018-04-21 20:13:31,"남재창","Thanks--> That"
2018-04-21 20:19:26,"조정훈","aha okay thanks~~"
2018-04-24 08:55:21,"남재창","Strong wind today. Be careful!"
2018-04-24 09:17:36,"권현우","doors are locked ㅠㅠ"
2018-04-24 09:26:01,"남재창","Opened it. Thanks"
2018-04-24 09:37:24,"권현우","many?"
2018-04-24 09:51:49,"이준섭","In terms of execution and compilation whats the difference between static and dynamic binding?"
2018-04-24 10:00:43,"이준섭","Thank you ^^"
2018-04-24 10:01:03,"NYB☆","we can't use setLevel function but we can assign people[] to undergraduate and save information? I can't understand TT"
2018-04-24 10:05:48,"조정훈","to communicate with other developers"
2018-04-24 10:06:54,"권현우","Easy to understand"
2018-04-24 10:07:12,"권현우","for others?"
2018-04-24 10:18:25,"NYB☆","Thank you!"
2018-04-24 11:01:26,"남재창","How we can call specific public methods in sub classes that are in Person array."
